index,schema_version,standard_version,auditor_version,generated_at,run_id,repo_id,repo_remote,branch,commit,dirty_worktree,scope,changed_paths,score,raw_score,finding_count,hard_findings,soft_findings,decision,minimum_score,caps_applied,report_fingerprint,input_fingerprint,policy_fingerprint,repo_score_json_path,repo_score_md_path
22,1.1.0,0.8.0,0.8.11,1778141834,1778141834,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,73,367,325,42,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""no-agent-friendly-exception-pattern"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:e54d2d8264a57dd9b3676a372848c21df7b748c3bdd74fc3a7ee31072e02cf16,sha256:56069cc60b9f18fd6ea5e3be3140af6720a3ca59599ea03d877dfad9d3cf4e0e,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
23,1.1.0,0.8.0,0.8.11,1778141895,1778141895,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,70,370,327,43,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""release-readiness-gap"",""missing-rust-property-or-integration-tests"",""no-agent-friendly-exception-pattern"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:0d54eb9c9ef6cd18828790a7b7d56030f2ca8c80a21e710083e787bf18216b13,sha256:a02df24ada74dc3cdd6198ddbaf67b2b8c210df85827f796367ab67cd3959833,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
24,1.1.0,0.8.0,0.8.11,1778141973,1778141973,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,73,367,325,42,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""no-agent-friendly-exception-pattern"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:9f0aad218be69fd2e3b61d8ac40a2b16a84fe65fc79042d495499478d1486d68,sha256:c47d7c85155b4298338253ea135fbf7c284d0e8b11155358989bfc1d8c5d85a7,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
25,1.1.0,0.8.0,0.8.11,1778142038,1778142038,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,70,370,327,43,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""release-readiness-gap"",""missing-rust-property-or-integration-tests"",""no-agent-friendly-exception-pattern"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:dac7d4139494a89595d40f9ed6aa50153d297f88d8bf73cb9b8870c6c843a10f,sha256:93f0a2dcc24614b7be2d6bd978dbc603a39be0ce56326493b7ba98bfa104bb12,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
26,1.1.0,0.8.0,0.8.11,1778142092,1778142092,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,73,367,325,42,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""no-agent-friendly-exception-pattern"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:7900f3570e4fd9b71c0aaba717eeb69759e425e6c9e87b8b4238efa38e920322,sha256:aa1ad7c705d2ba3acde99ea1ccc01f30d7f6ff0b47fc72806a04a3e04e90929f,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
27,1.1.0,0.8.0,0.8.11,1778142189,1778142189,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,70,370,327,43,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""release-readiness-gap"",""missing-rust-property-or-integration-tests"",""no-agent-friendly-exception-pattern"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:ee94fe4ccc67186c63036c28557d7bb22c4015072c52db0cbd2fb0a8fb32d0be,sha256:20d15229f0574caa7b8e14672871b1d8b396f979e19910465716175f57354093,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
28,1.1.0,0.8.0,0.8.11,1778143197,1778143197,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,70,394,351,43,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""release-readiness-gap"",""missing-rust-property-or-integration-tests"",""no-agent-friendly-exception-pattern"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:cbe1962832a9366600097bdec0b7aacf72ef0edb82b205ed7597698df056b898,sha256:41ce1403bfd8fcfa490e4aeef455ac2f87a324fb55e43c7386f7d5cc0204d3eb,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
29,1.1.0,0.8.0,0.8.11,1778143282,1778143282,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,73,391,349,42,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""no-agent-friendly-exception-pattern"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:d4df62aa34c7ac1e39cdc21214f72f9bb6a789036d4283ef1617e4ed8bd4897c,sha256:f0ab3d0eefdeabf5a1bf5428cc7c8f08da6b18e9cb908b0615c20699000620c1,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
30,1.1.0,0.8.0,0.8.11,1778143373,1778143373,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,70,394,351,43,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""release-readiness-gap"",""missing-rust-property-or-integration-tests"",""no-agent-friendly-exception-pattern"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:cc47160c78676666cfab287516d8bdb4aa7aefc0c37bed2ce71baffe867e28c4,sha256:1d5b716a2d96fc8fb1da87ea429c153286be1973b73af1fb4c8a0bd9c7b0e120,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
31,1.1.0,0.8.0,0.8.11,1778143447,1778143447,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,73,391,349,42,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""no-agent-friendly-exception-pattern"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:1db6ed8131477385d0a87debedfe0d77912253c22bfb36572a7ab0a70c40a559,sha256:350e6b059e5435829be94077461d55569bd501ae5af9beeb9899aa5fbcfe3658,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
32,1.1.0,0.8.0,0.8.11,1778143504,1778143504,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,70,393,351,42,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""release-readiness-gap"",""missing-rust-property-or-integration-tests"",""no-agent-friendly-exception-pattern"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:05c78ac09e1e01f2da726ae8d2914ea016487f93ae06bfb3b30b7a285965d3a1,sha256:b8ff5c48a6ee4a692624bebb8e683afe52fc9f997ac4c4bc3a8bf8afa6e29085,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
33,1.1.0,0.8.0,0.8.11,1778143583,1778143583,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,73,386,346,40,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""no-agent-friendly-exception-pattern"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:5f4f4e1f3e042ecc9346507613e5b704dbeb14e004f939fe5a37ca52a086d7f3,sha256:3378996e8f58e1ee190d734759a32d6154593f3d2a7935ea3642d7a0c314beb3,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
34,1.1.0,0.8.0,0.8.11,1778143654,1778143654,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,70,388,348,40,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""release-readiness-gap"",""missing-rust-property-or-integration-tests"",""no-agent-friendly-exception-pattern"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:0a595494c704561200969d57547c0cbff0c54a8b59d850ad72cc7a99cbdf9953,sha256:af5e85410cd3a02308c9eaa4293d06c2186741dc9a6681f809f32f883b0cbecc,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
35,1.1.0,0.8.0,0.8.11,1778143748,1778143748,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,73,384,346,38,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""no-agent-friendly-exception-pattern"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:79a8b7f19b7c8278636b3488a99f8de1a85d684baa4610fa2460a4060d24b1a7,sha256:cd14cc05dcad04a4bcf2073f7b49db6aed35a9379f25b7e92859402418f2a621,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
36,1.1.0,0.8.0,0.8.11,1778144477,1778144477,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,70,385,346,39,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""release-readiness-gap"",""missing-rust-property-or-integration-tests"",""no-agent-friendly-exception-pattern"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:0114f6c15e771e9adeeda146b958d5c0a27046a74435b3c3d9b5c59437ef041e,sha256:a8e4b81d5a089fbf05cbc1997bf05f1491d85a2a04350f12fb40ed86839f5736,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
37,1.1.0,0.8.0,0.8.11,1778144615,1778144615,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,70,384,345,39,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""release-readiness-gap"",""missing-rust-property-or-integration-tests"",""no-agent-friendly-exception-pattern"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:74d88bcf15b396cab6af8c51ec2a054d4481e5b10f3be7e17b5ba881f52e46f6,sha256:ff75a291aa957e77d8ea55707f11a9de8d412cd123fcb3ac6291594e82916031,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
38,1.1.0,0.8.0,0.8.11,1778144717,1778144717,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,73,379,341,38,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""no-agent-friendly-exception-pattern"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:a6a92d79abb3580e7aefab05a9db59221e79464a66896c17c182c3ac64d81424,sha256:bea9df98e731d310773e5683ef6cdf98f0dd6b5ccaaf034d49285d18fda08885,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
39,1.1.0,0.8.0,0.8.11,1778144826,1778144826,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,70,374,336,38,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""release-readiness-gap"",""missing-rust-property-or-integration-tests"",""no-agent-friendly-exception-pattern"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:63a924e369f5394d36588533c9ddae130aaba694fea0f0e5d1644158474059a0,sha256:ad8bd593a60a17623ea2a29b8fa822fb710ed5aa0dbdec02bc3f744c88bee390,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
40,1.1.0,0.8.0,0.8.11,1778144918,1778144918,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,73,368,334,34,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""no-agent-friendly-exception-pattern"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:e9f4bfbb00c1428ab3f3a549d4ebfd3c7ccce276e6488f0988ac4364fb87d270,sha256:a058202f0711c6d6d6f1962949fd4000860c22779e8d96b97b7c7797025d50c5,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
41,1.1.0,0.8.0,0.8.11,1778145012,1778145012,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,70,365,332,33,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""release-readiness-gap"",""missing-rust-property-or-integration-tests"",""no-agent-friendly-exception-pattern"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:f428c4269bf72ea3dec3d5862c30d07a27bb2e14a0a8bcec0abfce8d0144a3eb,sha256:cafa45b8e9e36d681e2b2468bd2b7d217f81e89b507e8cb1d382b26cb6b14edf,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
42,1.1.0,0.8.0,0.8.11,1778145122,1778145122,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,73,342,330,12,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""no-agent-friendly-exception-pattern"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:a4eb1e2778474f3a7577c9ec23bd348ec696174b365be1aa9b6e3287dc4fcddb,sha256:1450fcc25bfda3a8cee72b396cfbb81fcd00ac74af769e969a81bdc35f1ec291,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
43,1.1.0,0.8.0,0.8.11,1778145276,1778145276,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,70,340,327,13,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""release-readiness-gap"",""missing-rust-property-or-integration-tests"",""no-agent-friendly-exception-pattern"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:07c7ea9d4abf90f68a399f9069e28558440ba31331dea931c7e40b042033bfee,sha256:6d8d554f1a3954aca5f5a9f43322e4874cddbe04be159c42aa2c6cfce1e5616d,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
